"baseline","covars","model","inference","est","se","p","df","sigma","singular","n","sd_denom","d","d_resid","ci_lo","ci_hi","ci_width_d","s_value","dup_group","is_dup","study_id","grid_type","spec_id","missing","transform","outlier","outlier_scope"
"endpoint","none","lm","hc3",0.63113636363637,5.01878683400763,0.901492666051083,16,9.90089934557663,0,18,9.90089934557663,0.0637453570233839,0.0637453570233839,-10.0082164414383,11.270489168711,2.14916896611577,0.149612339995992,4,FALSE,"phosphatidic_PMC4891923","defensible",4,"complete_case","none",NA,NA
"change","none","lm","hc3",1.03590909090909,0.533911604460533,0.0701859661476712,16,0.981529050440949,0,18,9.90089934557663,0.104627777210148,1.05540339375968,-0.0959329487025151,2.1677511305207,0.228634187684631,3.83267360074346,5,FALSE,"phosphatidic_PMC4891923","defensible",5,"complete_case","none",NA,NA
"ancova","none","lm","hc3",1.04637975316696,0.551096637212726,0.0770097470116645,15,0.980689981365662,0,18,9.90089934557663,0.105685323791767,1.06698321900854,-0.12825492377963,2.22101443011354,0.237278379659798,3.69881513259767,6,FALSE,"phosphatidic_PMC4891923","defensible",6,"complete_case","none",NA,NA
"endpoint","none","lm","permutation",0.63113636363637,4.61364531056202,0.8842,16,9.90089934557663,0,18,9.90089934557663,0.0637453570233839,0.0637453570233839,-9.14935477895133,10.4116275062241,1.9756773200522,0.177555360595383,7,FALSE,"phosphatidic_PMC4891923","defensible",7,"complete_case","none",NA,NA
"change","none","lm","permutation",1.03590909090909,0.516199393421279,0.025,16,0.981529050440949,0,18,9.90089934557663,0.104627777210148,1.05540339375968,-0.058384738659476,2.13020292047766,0.221049379732854,5.32192809488736,8,FALSE,"phosphatidic_PMC4891923","defensible",8,"complete_case","none",NA,NA
"ancova","none","lm","permutation",1.04637975316696,0.534889469177814,0.0388,15,0.980689981365662,0,18,9.90089934557663,0.105685323791767,1.06698321900854,-0.0937101628368056,2.18646966917072,0.230300273987355,4.68779953736232,9,FALSE,"phosphatidic_PMC4891923","defensible",9,"complete_case","none",NA,NA
"endpoint","none","lm","model",0.00882796427469498,0.0745715161091166,0.90723807427538,16,0.157210559651164,0,18,0.157210559651164,0.0561537615175687,0.0561537615175688,-0.149256587895984,0.166912516445374,2.01111875081998,0.140446907411852,10,FALSE,"phosphatidic_PMC4891923","defensible",10,"complete_case","log",NA,NA
"change","none","lm","model",0.0158706115184562,0.00678638370430907,0.0326639157476407,16,0.0143069530543115,0,18,0.157210559651164,0.10095130730195,1.10929360418034,0.00148412074114266,0.0302571022957698,0.18302193961062,4.93615843834008,11,FALSE,"phosphatidic_PMC4891923","defensible",11,"complete_case","log",NA,NA
"ancova","none","lm","model",0.0159303889042493,0.00698114976434751,0.0375114720765361,15,0.0147133511367056,0,18,0.157210559651164,0.101331545028511,1.08271655833099,0.00105042041154606,0.0308103573969525,0.189299860336615,4.73652430945073,12,FALSE,"phosphatidic_PMC4891923","defensible",12,"complete_case","log",NA,NA
"endpoint","none","lm","hc3",0.00882796427469498,0.0801216774878071,0.913635252460447,16,0.157210559651164,0,18,0.157210559651164,0.0561537615175687,0.0561537615175688,-0.161022404414203,0.178678332963593,2.16080101827487,0.130309776970463,13,FALSE,"phosphatidic_PMC4891923","defensible",13,"complete_case","log",NA,NA
"change","none","lm","hc3",0.0158706115184562,0.00767102368303655,0.055110491552208,16,0.0143069530543115,0,18,0.157210559651164,0.10095130730195,1.10929360418034,-0.000391232237664709,0.0321324552745771,0.206879789655408,4.1815291945809,14,FALSE,"phosphatidic_PMC4891923","defensible",14,"complete_case","log",NA,NA
"ancova","none","lm","hc3",0.0159303889042493,0.0081660171482916,0.0700160755802483,15,0.0147133511367056,0,18,0.157210559651164,0.101331545028511,1.08271655833099,-0.00147506463551018,0.0333358424440088,0.221428555160424,3.83616998918486,15,FALSE,"phosphatidic_PMC4891923","defensible",15,"complete_case","log",NA,NA
"endpoint","none","lm","permutation",0.00882796427469498,0.0721280768822395,0.9058,16,0.157210559651164,0,18,0.157210559651164,0.0561537615175687,0.0561537615175688,-0.144076728130603,0.161732656679992,1.94522165361639,0.142735555499338,16,FALSE,"phosphatidic_PMC4891923","defensible",16,"complete_case","log",NA,NA
"change","none","lm","permutation",0.0158706115184562,0.00766078364495336,0.0272,16,0.0143069530543115,0,18,0.157210559651164,0.10095130730195,1.10929360418034,-0.000369524326667935,0.0321107473635804,0.206603626132488,5.20024953829911,17,FALSE,"phosphatidic_PMC4891923","defensible",17,"complete_case","log",NA,NA
"ancova","none","lm","permutation",0.0159303889042493,0.00811066773956736,0.0436,15,0.0147133511367056,0,18,0.157210559651164,0.101331545028511,1.08271655833099,-0.0013570901634379,0.0332178679719365,0.219927708495492,4.51952805477252,18,FALSE,"phosphatidic_PMC4891923","defensible",18,"complete_case","log",NA,NA
"ancova","none","lm","model",1.04637975316696,0.465296787829029,0.0399766969097399,15,0.980689981365662,0,18,9.90089934557663,0.105685323791767,1.06698321900854,0.0546231261983481,2.03813638013556,0.200336674953006,4.64469691601139,1,FALSE,"phosphatidic_PMC4891923","strict",1,NA,NA,NA,NA
"ancova","none","lm","hc3",1.04637975316696,0.551096637212726,0.0770097470116645,15,0.980689981365662,0,18,9.90089934557663,0.105685323791767,1.06698321900854,-0.12825492377963,2.22101443011354,0.237278379659798,3.69881513259767,2,FALSE,"phosphatidic_PMC4891923","strict",2,NA,NA,NA,NA
"ancova","none","lm","permutation",1.04637975316696,0.545097949020625,0.0472,15,0.980689981365662,0,18,9.90089934557663,0.105685323791767,1.06698321900854,-0.115469022558621,2.20822852889253,0.234695603939181,4.40506933018761,3,FALSE,"phosphatidic_PMC4891923","strict",3,NA,NA,NA,NA
"endpoint","none","lm","model",0.63113636363637,4.6964089224139,0.894772504863243,16,9.90089934557663,0,18,9.90089934557663,0.0637453570233839,0.0637453570233839,-9.32480579829884,10.5870785255716,2.01111875081998,0.160407169857003,1,FALSE,"phosphatidic_PMC4891923","outlier_arm",1,NA,NA,"none","pooled"
"change","none","lm","model",1.03590909090909,0.465580108352354,0.0408162894569702,16,0.981529050440949,0,18,9.90089934557663,0.104627777210148,1.05540339375968,0.0489233520009293,2.02289482981725,0.19937294673117,4.61471115452181,2,FALSE,"phosphatidic_PMC4891923","outlier_arm",2,NA,NA,"none","pooled"
"ancova","none","lm","model",1.04637975316696,0.465296787829029,0.0399766969097399,15,0.980689981365662,0,18,9.90089934557663,0.105685323791767,1.06698321900854,0.0546231261983481,2.03813638013556,0.200336674953006,4.64469691601139,3,FALSE,"phosphatidic_PMC4891923","outlier_arm",3,NA,NA,"none","pooled"
"endpoint","none","lm","hc3",0.63113636363637,5.01878683400763,0.901492666051083,16,9.90089934557663,0,18,9.90089934557663,0.0637453570233839,0.0637453570233839,-10.0082164414383,11.270489168711,2.14916896611577,0.149612339995992,4,FALSE,"phosphatidic_PMC4891923","outlier_arm",4,NA,NA,"none","pooled"
"change","none","lm","hc3",1.03590909090909,0.533911604460533,0.0701859661476712,16,0.981529050440949,0,18,9.90089934557663,0.104627777210148,1.05540339375968,-0.0959329487025151,2.1677511305207,0.228634187684631,3.83267360074346,5,FALSE,"phosphatidic_PMC4891923","outlier_arm",5,NA,NA,"none","pooled"
"ancova","none","lm","hc3",1.04637975316696,0.551096637212726,0.0770097470116645,15,0.980689981365662,0,18,9.90089934557663,0.105685323791767,1.06698321900854,-0.12825492377963,2.22101443011354,0.237278379659798,3.69881513259767,6,FALSE,"phosphatidic_PMC4891923","outlier_arm",6,NA,NA,"none","pooled"
"endpoint","none","lm","permutation",0.63113636363637,4.61364531056202,0.8842,16,9.90089934557663,0,18,9.90089934557663,0.0637453570233839,0.0637453570233839,-9.14935477895133,10.4116275062241,1.9756773200522,0.177555360595383,7,FALSE,"phosphatidic_PMC4891923","outlier_arm",7,NA,NA,"none","pooled"
"change","none","lm","permutation",1.03590909090909,0.516199393421279,0.025,16,0.981529050440949,0,18,9.90089934557663,0.104627777210148,1.05540339375968,-0.058384738659476,2.13020292047766,0.221049379732854,5.32192809488736,8,FALSE,"phosphatidic_PMC4891923","outlier_arm",8,NA,NA,"none","pooled"
"ancova","none","lm","permutation",1.04637975316696,0.534889469177814,0.0388,15,0.980689981365662,0,18,9.90089934557663,0.105685323791767,1.06698321900854,-0.0937101628368056,2.18646966917072,0.230300273987355,4.68779953736232,9,FALSE,"phosphatidic_PMC4891923","outlier_arm",9,NA,NA,"none","pooled"
"endpoint","none","lm","model",28.9166666666667,7.76287933532369,0.0012515329147679,21,18.5971281278367,0,23,18.5971281278367,1.55489957739138,1.55489957739138,12.7728753259771,45.0604580073562,1.7361596080553,9.64208805088875,1,FALSE,"facial_PMC11164989","principled",1,NA,NA,NA,NA
"change","none","lm","model",27.0454545454545,6.9441631846493,0.000835420247064357,21,16.6357722318177,0,23,18.5971281278367,1.45428123953032,1.62574085341991,12.6042766466096,41.4866324442995,1.55305462215201,10.2252102707802,2,FALSE,"facial_PMC11164989","principled",2,NA,NA,NA,NA
"ancova","none","lm","model",27.7993899775068,6.3379890462965,0.000285289651791281,20,15.163220424295,0,23,18.5971281278367,1.49482166205522,1.83334339273772,14.5785764977609,41.0202034572527,1.42181237757422,11.775284962038,3,FALSE,"facial_PMC11164989","principled",3,NA,NA,NA,NA
"endpoint","none","lm","hc3",28.9166666666667,8.42097767564872,0.00249159136228389,21,18.5971281278367,0,23,18.5971281278367,1.55489957739138,1.55489957739138,11.4042849062449,46.4290484270885,1.88334259354903,8.6487168085747,4,FALSE,"facial_PMC11164989","principled",4,NA,NA,NA,NA
"change","none","lm","hc3",27.0454545454545,7.3431927210746,0.00138260257641944,21,16.6357722318177,0,23,18.5971281278367,1.45428123953032,1.62574085341991,11.7744492982043,42.3164597927048,1.64229714849275,9.49839776550273,5,FALSE,"facial_PMC11164989","principled",5,NA,NA,NA,NA
"ancova","none","lm","hc3",27.7993899775068,6.90570857116703,0.000662697633293956,20,15.163220424295,0,23,18.5971281278367,1.49482166205522,1.83334339273772,13.3943343205818,42.2044456344318,1.54916991031138,10.5593616124532,6,FALSE,"facial_PMC11164989","principled",6,NA,NA,NA,NA
"endpoint","none","lm","permutation",28.9166666666667,9.90077789240125,0.0024,21,18.5971281278367,0,23,18.5971281278367,1.55489957739138,1.55489957739138,8.32687188805529,49.506461445278,2.21429831929716,8.70274987882829,7,FALSE,"facial_PMC11164989","principled",7,NA,NA,NA,NA
"change","none","lm","permutation",27.0454545454545,8.9230377602122,0.0018,21,16.6357722318177,0,23,18.5971281278367,1.45428123953032,1.62574085341991,8.48898168228937,45.6019274086197,1.99562779108774,9.11778737810714,8,FALSE,"facial_PMC11164989","principled",8,NA,NA,NA,NA
"ancova","none","lm","permutation",27.7993899775068,8.98586875500693,0.001,20,15.163220424295,0,23,18.5971281278367,1.49482166205522,1.83334339273772,9.05519621263393,46.5435837423797,2.01581595136897,9.96578428466209,9,FALSE,"facial_PMC11164989","principled",9,NA,NA,NA,NA
"endpoint","none","lm","model",28.9166666666667,7.76287933532369,0.0012515329147679,21,18.5971281278367,0,23,18.5971281278367,1.55489957739138,1.55489957739138,12.7728753259771,45.0604580073562,1.7361596080553,9.64208805088875,1,FALSE,"facial_PMC11164989","defensible",1,"complete_case","none",NA,NA
"change","none","lm","model",27.0454545454545,6.9441631846493,0.000835420247064357,21,16.6357722318177,0,23,18.5971281278367,1.45428123953032,1.62574085341991,12.6042766466096,41.4866324442995,1.55305462215201,10.2252102707802,2,FALSE,"facial_PMC11164989","defensible",2,"complete_case","none",NA,NA
"ancova","none","lm","model",27.7993899775068,6.3379890462965,0.000285289651791281,20,15.163220424295,0,23,18.5971281278367,1.49482166205522,1.83334339273772,14.5785764977609,41.0202034572527,1.42181237757422,11.775284962038,3,FALSE,"facial_PMC11164989","defensible",3,"complete_case","none",NA,NA
"endpoint","none","lm","hc3",28.9166666666667,8.42097767564872,0.00249159136228389,21,18.5971281278367,0,23,18.5971281278367,1.55489957739138,1.55489957739138,11.4042849062449,46.4290484270885,1.88334259354903,8.6487168085747,4,FALSE,"facial_PMC11164989","defensible",4,"complete_case","none",NA,NA
"change","none","lm","hc3",27.0454545454545,7.3431927210746,0.00138260257641944,21,16.6357722318177,0,23,18.5971281278367,1.45428123953032,1.62574085341991,11.7744492982043,42.3164597927048,1.64229714849275,9.49839776550273,5,FALSE,"facial_PMC11164989","defensible",5,"complete_case","none",NA,NA
"ancova","none","lm","hc3",27.7993899775068,6.90570857116703,0.000662697633293956,20,15.163220424295,0,23,18.5971281278367,1.49482166205522,1.83334339273772,13.3943343205818,42.2044456344318,1.54916991031138,10.5593616124532,6,FALSE,"facial_PMC11164989","defensible",6,"complete_case","none",NA,NA
"endpoint","none","lm","permutation",28.9166666666667,9.90077789240125,0.0024,21,18.5971281278367,0,23,18.5971281278367,1.55489957739138,1.55489957739138,8.32687188805529,49.506461445278,2.21429831929716,8.70274987882829,7,FALSE,"facial_PMC11164989","defensible",7,"complete_case","none",NA,NA
"change","none","lm","permutation",27.0454545454545,8.9230377602122,0.0018,21,16.6357722318177,0,23,18.5971281278367,1.45428123953032,1.62574085341991,8.48898168228937,45.6019274086197,1.99562779108774,9.11778737810714,8,FALSE,"facial_PMC11164989","defensible",8,"complete_case","none",NA,NA
"ancova","none","lm","permutation",27.7993899775068,8.98586875500693,0.001,20,15.163220424295,0,23,18.5971281278367,1.49482166205522,1.83334339273772,9.05519621263393,46.5435837423797,2.01581595136897,9.96578428466209,9,FALSE,"facial_PMC11164989","defensible",9,"complete_case","none",NA,NA
"endpoint","none","lm","model",28.2833333333333,7.92710518060605,0.00206464703402918,18.9134507560383,18.8008503791629,0,24,18.5971281278367,1.52084413996149,1.50436457728954,11.6865712366107,44.880095430056,1.78487366249633,8.91988912082889,10,FALSE,"facial_PMC11164989","defensible",10,"mi","none",NA,NA
"change","none","lm","model",26.8166666666667,7.03839898984453,0.0011818377394627,19.0053409591187,16.720217183497,0,24,18.5971281278367,1.44197891643962,1.60384679052704,12.0854084725869,41.5479248607464,1.58425086850153,9.72475231051859,11,FALSE,"facial_PMC11164989","defensible",11,"mi","none",NA,NA
"ancova","none","lm","model",27.4154900059449,6.47172211234514,0.000496265457333493,18.0070433600152,15.3202004614383,0,24,18.5971281278367,1.47417869132754,1.78949943082997,13.8192875799676,41.0116924319223,1.46218301369083,10.9766003405259,12,FALSE,"facial_PMC11164989","defensible",12,"mi","none",NA,NA
"endpoint","none","lm","hc3",28.2833333333333,8.25818970399584,0.00283623522706063,19.0222623937996,18.8008503791629,0,24,18.5971281278367,1.52084413996149,1.50436457728954,11.00011267256,45.5665539941067,1.858697809895,8.46180709522966,13,FALSE,"facial_PMC11164989","defensible",13,"mi","none",NA,NA
"change","none","lm","hc3",26.8166666666667,7.33362754296664,0.00166494912714558,19.106832444355,16.720217183497,0,24,18.5971281278367,1.44197891643962,1.60384679052704,11.4730145394889,42.1603187938445,1.65010984725227,9.23030618852835,14,FALSE,"facial_PMC11164989","defensible",14,"mi","none",NA,NA
"ancova","none","lm","hc3",27.4154900059449,6.79583835435175,0.000768768436947836,18.1275239263008,15.3202004614383,0,24,18.5971281278367,1.47417869132754,1.78949943082997,13.1451595022732,41.6858205096166,1.53468109759501,10.3451632744388,15,FALSE,"facial_PMC11164989","defensible",15,"mi","none",NA,NA
"endpoint","none","lm","model",0.456391580246455,0.11908910737417,0.000969323967985617,21,0.285295609116254,0,23,0.285295609116254,1.59971470174461,1.59971470174461,0.208732223794869,0.704050936698042,1.7361596080553,10.0107334549902,16,FALSE,"facial_PMC11164989","defensible",16,"complete_case","log",NA,NA
"change","none","lm","model",0.385407082672332,0.221887217320889,0.0970434044549534,21,0.531563719104705,0,23,0.285295609116254,1.35090436150135,0.725043995330344,-0.0760326464362887,0.846846811780953,3.234818303289,3.36522602612459,17,FALSE,"facial_PMC11164989","defensible",17,"complete_case","log",NA,NA
"ancova","none","lm","model",0.438305751464738,0.100266416072055,0.000295276994309011,20,0.239800872256447,0,23,0.285295609116254,1.53632140649643,1.82779048024482,0.229153672550081,0.647457830379395,1.46621309428867,11.7256434222961,18,FALSE,"facial_PMC11164989","defensible",18,"complete_case","log",NA,NA
"endpoint","none","lm","hc3",0.456391580246455,0.129891787796818,0.00206487673408569,21,0.285295609116254,0,23,0.285295609116254,1.59971470174461,1.59971470174461,0.186266820027763,0.726516340465148,1.89364821320205,8.91972862429158,19,FALSE,"facial_PMC11164989","defensible",19,"complete_case","log",NA,NA
"change","none","lm","hc3",0.385407082672332,0.232900312432841,0.112831956216955,21,0.531563719104705,0,23,0.285295609116254,1.35090436150135,0.725043995330344,-0.0989356315044059,0.86974979684907,3.39537447265356,3.14775236982385,20,FALSE,"facial_PMC11164989","defensible",20,"complete_case","log",NA,NA
"ancova","none","lm","hc3",0.438305751464738,0.11101317181246,0.000794032856395014,20,0.239800872256447,0,23,0.285295609116254,1.53632140649643,1.82779048024482,0.206736332898901,0.669875170030575,1.62336475687907,10.2985136734691,21,FALSE,"facial_PMC11164989","defensible",21,"complete_case","log",NA,NA
"endpoint","none","lm","permutation",0.456391580246455,0.153349267948289,0.0016,21,0.285295609116254,0,23,0.285295609116254,1.59971470174461,1.59971470174461,0.13748431954234,0.775298840950571,2.23562684116996,9.28771237954945,22,FALSE,"facial_PMC11164989","defensible",22,"complete_case","log",NA,NA
"change","none","lm","permutation",0.385407082672332,0.231716130685482,0.0982,21,0.531563719104705,0,23,0.285295609116254,1.35090436150135,0.725043995330344,-0.0964729907479238,0.867287156092588,3.37811068956128,3.34813316523476,23,FALSE,"facial_PMC11164989","defensible",23,"complete_case","log",NA,NA
"ancova","none","lm","permutation",0.438305751464738,0.142210260604158,4e-04,20,0.239800872256447,0,23,0.285295609116254,1.53632140649643,1.82779048024482,0.141660346018312,0.734951156911164,2.07956516656762,11.2877123795494,24,FALSE,"facial_PMC11164989","defensible",24,"complete_case","log",NA,NA
"endpoint","none","lm","model",0.447277851904283,0.119303547051454,0.00132850135578794,19.3045761875249,0.28563602992338,0,24,0.285295609116254,1.56776984156817,1.56590137464193,0.19783904066316,0.696716663145407,1.74863407126242,9.55598458450582,25,FALSE,"facial_PMC11164989","defensible",25,"mi","log",NA,NA
"change","none","lm","model",0.39071116911326,0.21677448346809,0.086748815511336,19.7750238744678,0.524951928371207,0,24,0.285295609116254,1.36949590750291,0.744279900686406,-0.061802499566418,0.843224837792937,3.17224418617172,3.52701213084565,26,FALSE,"facial_PMC11164989","defensible",26,"mi","log",NA,NA
"ancova","none","lm","model",0.432761616386925,0.100938723440251,0.000432301968250469,18.2255816647172,0.240427633149756,0,24,0.285295609116254,1.51688845730038,1.79996621319052,0.220885212896789,0.644638019877061,1.48531135229494,11.1756729747782,27,FALSE,"facial_PMC11164989","defensible",27,"mi","log",NA,NA
"endpoint","none","lm","hc3",0.447277851904283,0.124378219074162,0.00187724423225704,19.3819356926585,0.28563602992338,0,24,0.285295609116254,1.56776984156817,1.56590137464193,0.187298020820821,0.707257682987745,1.82252949415372,9.05716792551927,28,FALSE,"facial_PMC11164989","defensible",28,"mi","log",NA,NA
"change","none","lm","hc3",0.39071116911326,0.226201580093972,0.0996765669779821,19.8137176339225,0.524951928371207,0,24,0.285295609116254,1.36949590750291,0.744279900686406,-0.0814216109716328,0.862843949198152,3.3097795058774,3.32660180930537,29,FALSE,"facial_PMC11164989","defensible",29,"mi","log",NA,NA
"ancova","none","lm","hc3",0.432761616386925,0.106611560557435,0.000712362979536026,18.3354873658312,0.240427633149756,0,24,0.285295609116254,1.51688845730038,1.79996621319052,0.209072438306842,0.656450794467008,1.56812212268527,10.4550998359167,30,FALSE,"facial_PMC11164989","defensible",30,"mi","log",NA,NA
"ancova","none","lm","model",27.7993899775068,6.3379890462965,0.000285289651791281,20,15.163220424295,0,23,18.5971281278367,1.49482166205522,1.83334339273772,14.5785764977609,41.0202034572527,1.42181237757422,11.775284962038,1,FALSE,"facial_PMC11164989","strict",1,NA,NA,NA,NA
"ancova","none","lm","hc3",27.7993899775068,6.90570857116703,0.000662697633293956,20,15.163220424295,0,23,18.5971281278367,1.49482166205522,1.83334339273772,13.3943343205818,42.2044456344318,1.54916991031138,10.5593616124532,2,FALSE,"facial_PMC11164989","strict",2,NA,NA,NA,NA
"ancova","none","lm","permutation",27.7993899775068,8.91179097217676,0.0014,20,15.163220424295,0,23,18.5971281278367,1.49482166205522,1.83334339273772,9.20971975987216,46.3890601951415,1.99919795033397,9.48035745749184,3,FALSE,"facial_PMC11164989","strict",3,NA,NA,NA,NA
"endpoint","none","lm","model",28.9166666666667,7.76287933532369,0.0012515329147679,21,18.5971281278367,0,23,18.5971281278367,1.55489957739138,1.55489957739138,12.7728753259771,45.0604580073562,1.7361596080553,9.64208805088875,1,FALSE,"facial_PMC11164989","outlier_arm",1,NA,NA,"none","pooled"
"change","none","lm","model",27.0454545454545,6.9441631846493,0.000835420247064357,21,16.6357722318177,0,23,18.5971281278367,1.45428123953032,1.62574085341991,12.6042766466096,41.4866324442995,1.55305462215201,10.2252102707802,2,FALSE,"facial_PMC11164989","outlier_arm",2,NA,NA,"none","pooled"
"ancova","none","lm","model",27.7993899775068,6.3379890462965,0.000285289651791281,20,15.163220424295,0,23,18.5971281278367,1.49482166205522,1.83334339273772,14.5785764977609,41.0202034572527,1.42181237757422,11.775284962038,3,FALSE,"facial_PMC11164989","outlier_arm",3,NA,NA,"none","pooled"
"endpoint","none","lm","model",28.9166666666667,7.76287933532369,0.0012515329147679,21,18.5971281278367,0,23,18.5971281278367,1.55489957739138,1.55489957739138,12.7728753259771,45.0604580073562,1.7361596080553,9.64208805088875,1,TRUE,"facial_PMC11164989","outlier_arm",4,NA,NA,"iqr15_winsor","pooled"
"change","none","lm","model",26.8636363636364,6.95002635430928,0.000896203330966962,21,16.6498183238271,0,23,18.5971281278367,1.44450455892844,1.61344921855348,12.4102653359925,41.3170073912802,1.55436591373586,10.1238862909071,4,FALSE,"facial_PMC11164989","outlier_arm",5,NA,NA,"iqr15_winsor","pooled"
"ancova","none","lm","model",27.6882276616092,6.3681376371157,0.000311915298441636,20,15.2306979144067,0,23,18.5971281278367,1.48884427053899,1.81792244959563,14.4045253234279,40.9719299997906,1.42857566467996,11.6465580655529,5,FALSE,"facial_PMC11164989","outlier_arm",6,NA,NA,"iqr15_winsor","pooled"
"endpoint","none","lm","hc3",28.9166666666667,8.42097767564872,0.00249159136228389,21,18.5971281278367,0,23,18.5971281278367,1.55489957739138,1.55489957739138,11.4042849062449,46.4290484270885,1.88334259354903,8.6487168085747,6,FALSE,"facial_PMC11164989","outlier_arm",7,NA,NA,"none","pooled"
"change","none","lm","hc3",27.0454545454545,7.3431927210746,0.00138260257641944,21,16.6357722318177,0,23,18.5971281278367,1.45428123953032,1.62574085341991,11.7744492982043,42.3164597927048,1.64229714849275,9.49839776550273,7,FALSE,"facial_PMC11164989","outlier_arm",8,NA,NA,"none","pooled"
"ancova","none","lm","hc3",27.7993899775068,6.90570857116703,0.000662697633293956,20,15.163220424295,0,23,18.5971281278367,1.49482166205522,1.83334339273772,13.3943343205818,42.2044456344318,1.54916991031138,10.5593616124532,8,FALSE,"facial_PMC11164989","outlier_arm",9,NA,NA,"none","pooled"
"endpoint","none","lm","hc3",28.9166666666667,8.42097767564872,0.00249159136228389,21,18.5971281278367,0,23,18.5971281278367,1.55489957739138,1.55489957739138,11.4042849062449,46.4290484270885,1.88334259354903,8.6487168085747,6,TRUE,"facial_PMC11164989","outlier_arm",10,NA,NA,"iqr15_winsor","pooled"
"change","none","lm","hc3",26.8636363636364,7.34987490757664,0.00147789203331148,21,16.6498183238271,0,23,18.5971281278367,1.44450455892844,1.61344921855348,11.5787347488234,42.1485379784493,1.64379161231181,9.40224340671764,9,FALSE,"facial_PMC11164989","outlier_arm",11,NA,NA,"iqr15_winsor","pooled"
"ancova","none","lm","hc3",27.6882276616092,6.94116676862235,0.000721872966286054,20,15.2306979144067,0,23,18.5971281278367,1.48884427053899,1.81792244959563,13.2092075008865,42.167247822332,1.55712431093596,10.4359674025949,10,FALSE,"facial_PMC11164989","outlier_arm",12,NA,NA,"iqr15_winsor","pooled"
"endpoint","none","lm","permutation",28.9166666666667,9.90077789240125,0.0024,21,18.5971281278367,0,23,18.5971281278367,1.55489957739138,1.55489957739138,8.32687188805529,49.506461445278,2.21429831929716,8.70274987882829,11,FALSE,"facial_PMC11164989","outlier_arm",13,NA,NA,"none","pooled"
"change","none","lm","permutation",27.0454545454545,8.9230377602122,0.0018,21,16.6357722318177,0,23,18.5971281278367,1.45428123953032,1.62574085341991,8.48898168228937,45.6019274086197,1.99562779108774,9.11778737810714,12,FALSE,"facial_PMC11164989","outlier_arm",14,NA,NA,"none","pooled"
"ancova","none","lm","permutation",27.7993899775068,8.98586875500693,0.001,20,15.163220424295,0,23,18.5971281278367,1.49482166205522,1.83334339273772,9.05519621263393,46.5435837423797,2.01581595136897,9.96578428466209,13,FALSE,"facial_PMC11164989","outlier_arm",15,NA,NA,"none","pooled"
"endpoint","none","lm","permutation",28.9166666666667,9.64987981347395,0.0014,21,18.5971281278367,0,23,18.5971281278367,1.55489957739138,1.55489957739138,8.84864300660807,48.9846903267253,2.15818523399,9.48035745749184,14,FALSE,"facial_PMC11164989","outlier_arm",16,NA,NA,"iqr15_winsor","pooled"
"change","none","lm","permutation",26.8636363636364,9.1365349957645,0.0032,21,16.6498183238271,0,23,18.5971281278367,1.44450455892844,1.61344921855348,7.86317169360555,45.8641010336672,2.0433762180291,8.28771237954945,15,FALSE,"facial_PMC11164989","outlier_arm",17,NA,NA,"iqr15_winsor","pooled"
"ancova","none","lm","permutation",27.6882276616092,9.017342138463,0.0014,20,15.2306979144067,0,23,18.5971281278367,1.48884427053899,1.81792244959563,8.87838156928521,46.4980737539333,2.02287643156783,9.48035745749184,16,FALSE,"facial_PMC11164989","outlier_arm",18,NA,NA,"iqr15_winsor","pooled"
"endpoint","none","lm","model",-3.83515873015873,2.63497021252842,0.15396801301874,37,8.203313451728,0,39,8.203313451728,-0.467513371606063,-0.467513371606063,-9.17411551509003,1.50379805477257,1.30165860815831,2.69929743391842,1,FALSE,"gainingmore_PMC10809978","principled",1,NA,NA,NA,NA
"change","none","lm","model",-0.492460317460317,1.10181517329263,0.657513953779686,37,3.43022292601797,0,39,8.203313451728,-0.0600318786254086,-0.143565105849257,-2.72494991723695,1.74002928231632,0.544289722174732,0.604906583242663,2,FALSE,"gainingmore_PMC10809978","principled",2,NA,NA,NA,NA
"ancova","none","lm","model",-0.738716146918102,1.12455974186819,0.51542704360694,36,3.4249114244016,0,39,8.203313451728,-0.0900509472501619,-0.215689124587264,-3.0194290131451,1.54199671930889,0.556046743708561,0.956159859874428,3,FALSE,"gainingmore_PMC10809978","principled",3,NA,NA,NA,NA
"endpoint","none","lm","hc3",-3.83515873015873,2.74553014432756,0.170774161054841,37,8.203313451728,0,39,8.203313451728,-0.467513371606063,-0.467513371606063,-9.39813121561446,1.727813755297,1.3562745147289,2.54983839005805,4,FALSE,"gainingmore_PMC10809978","principled",4,NA,NA,NA,NA
"change","none","lm","hc3",-0.492460317460317,1.13459199419848,0.666778679984148,37,3.43022292601797,0,39,8.203313451728,-0.0600318786254086,-0.143565105849257,-2.79136206471844,1.80644142979781,0.560481264256425,0.584720119496564,5,FALSE,"gainingmore_PMC10809978","principled",5,NA,NA,NA,NA
"ancova","none","lm","hc3",-0.738716146918102,1.20791402135132,0.54466957073426,36,3.4249114244016,0,39,8.203313451728,-0.0900509472501619,-0.215689124587264,-3.18847932732088,1.71104703348468,0.597261873465715,0.876546825059935,6,FALSE,"gainingmore_PMC10809978","principled",6,NA,NA,NA,NA
